Row ID,Order ID,Order Date,Region,Category,Sub-Category,Product ID,Product Name,Sales,Quantity,Discount,Profit
5277,IN-2023-105277,21-12-2023,East,Furniture,Bookcases,Fur-Bo-10001,Godrej Steel Almirah,34346.03,5,0.3,-4603.63
5278,IN-2022-105278,12-03-2022,Central,Technology,Machines,Tec-Ma-10001,Lamination Machine,19609.98,3,0.2,-364.1
5279,IN-2021-105279,07-05-2021,West,Technology,Accessories,Tec-Ac-10003,Zebronics Keyboard,1547.38,2,0.0,255.42
5280,IN-2019-105280,20-12-2019,East,Furniture,Chairs,Fur-Ch-10002,Featherlite Mesh Chair,4216.75,1,0.0,247.29
5281,IN-2022-105281,04-04-2022,South,Furniture,Bookcases,Fur-Bo-10004,Bluewud Book Case,17965.52,2,0.0,1826.15
5282,IN-2019-105282,28-12-2019,West,Office Supplies,Storage,Off-St-10002,Nilkamal Plastic Cabinet,581.68,1,0.3,-35.09
5283,IN-2021-105283,11-08-2021,East,Office Supplies,Art,Off-Ar-10003,Camel Acrylic Paint,99.92,1,0.0,19.23
5284,IN-2023-105284,18-03-2023,Central,Technology,Phones,Tec-Ph-10002,Redmi Note 12,15316.07,1,0.0,2934.97
5285,IN-2023-105285,12-04-2023,Central,Office Supplies,Storage,Off-St-10003,Supreme Storage Box,1259.35,2,0.2,281.8
5286,IN-2023-105286,11-05-2023,East,Furniture,Chairs,Fur-Ch-10003,Nilkamal Plastic Chair,14431.77,3,0.0,1345.11
5287,IN-2022-105287,20-01-2022,South,Furniture,Chairs,Fur-Ch-10003,Nilkamal Plastic Chair,24494.55,5,0.0,2929.57
5288,IN-2023-105288,17-04-2023,West,Office Supplies,Labels,Off-La-10004,Kangaroo Sticker Labels,53.72,1,0.0,10.7
5289,IN-2022-105289,11-01-2022,West,Technology,Phones,Tec-Ph-10001,OnePlus Nord,14531.67,1,0.0,2340.13
5290,IN-2019-105290,16-02-2019,South,Office Supplies,Paper,Off-Pa-10001,Century Star A4 Paper,232.63,1,0.0,66.43
5291,IN-2020-105291,12-01-2020,East,Technology,Phones,Tec-Ph-10004,Realme Narzo,13625.74,1,0.0,3135.21
5292,IN-2019-105292,02-08-2019,Central,Furniture,Bookcases,Fur-Bo-10001,Godrej Steel Almirah,8782.99,1,0.0,1312.82
5293,IN-2022-105293,05-04-2022,East,Technology,Machines,Tec-Ma-10002,Paper Shredding Machine,35007.87,4,0.0,8631.1
5294,IN-2021-105294,04-12-2021,West,Technology,Accessories,Tec-Ac-10003,Zebronics Keyboard,1539.44,2,0.0,226.85
5295,IN-2022-105295,01-06-2022,Central,Furniture,Bookcases,Fur-Bo-10001,Godrej Steel Almirah,31025.71,4,0.2,-1638.86
5296,IN-2020-105296,02-02-2020,South,Furniture,Bookcases,Fur-Bo-10004,Bluewud Book Case,15907.84,2,0.1,1176.88
5297,IN-2019-105297,06-03-2019,South,Office Supplies,Storage,Off-St-10004,Solo Desktop Organizer,1456.48,2,0.1,386.61
5298,IN-2022-105298,28-06-2022,East,Furniture,Furnishings,Fur-Fu-10003,Welspun Towel,1106.08,2,0.5,-479.92
5299,IN-2022-105299,05-08-2022,South,Office Supplies,Storage,Off-St-10001,Godrej Plastic Drawer,826.99,1,0.0,219.24
5300,IN-2023-105300,18-09-2023,West,Furniture,Tables,Fur-Ta-10002,Nilkamal Study Table,13727.37,2,0.0,1337.23
5301,IN-2022-105301,22-07-2022,East,Furniture,Bookcases,Fur-Bo-10003,Supreme Storage Rack,9284.79,1,0.0,603.16
5302,IN-2022-105302,27-12-2022,Central,Furniture,Tables,Fur-Ta-10004,DeckUp Engineered Wood Table,7260.69,1,0.0,911.78
5303,IN-2022-105303,18-09-2022,Central,Furniture,Chairs,Fur-Ch-10001,Godrej Ergonomic Chair,8343.08,2,0.0,1191.0
5304,IN-2023-105304,11-02-2023,East,Furniture,Chairs,Fur-Ch-10001,Godrej Ergonomic Chair,4258.87,1,0.0,420.22
5305,IN-2023-105305,14-02-2023,East,Technology,Copiers,Tec-Co-10001,Canon Pixma Printer,38336.98,3,0.0,4466.43
5306,IN-2020-105306,28-07-2020,South,Furniture,Bookcases,Fur-Bo-10001,Godrej Steel Almirah,17819.51,2,0.0,2636.13
5307,IN-2021-105307,21-12-2021,West,Office Supplies,Appliances,Off-Ap-10004,Philips Hair Dryer,4291.8,2,0.0,1188.49
5308,IN-2022-105308,06-08-2022,East,Office Supplies,Storage,Off-St-10002,Nilkamal Plastic Cabinet,1529.82,2,0.0,410.28
5309,IN-2023-105309,14-04-2023,East,Furniture,Bookcases,Fur-Bo-10001,Godrej Steel Almirah,8587.76,1,0.0,1064.76
5310,IN-2023-105310,20-06-2023,East,Technology,Copiers,Tec-Co-10004,Brother Monochrome Printer,33789.85,3,0.0,6747.98
5311,IN-2020-105311,29-08-2020,West,Furniture,Bookcases,Fur-Bo-10003,Supreme Storage Rack,85339.46,10,0.1,-249.11
5312,IN-2022-105312,07-03-2022,Central,Office Supplies,Paper,Off-Pa-10001,Century Star A4 Paper,123.11,1,0.5,-21.57
5313,IN-2020-105313,08-02-2020,East,Technology,Accessories,Tec-Ac-10001,SanDisk 64GB Pendrive,764.09,1,0.0,121.37
5314,IN-2021-105314,26-08-2021,East,Office Supplies,Art,Off-Ar-10004,Pidilite Fevicol,92.58,1,0.0,24.11
5315,IN-2021-105315,08-04-2021,East,Office Supplies,Art,Off-Ar-10004,Pidilite Fevicol,192.25,2,0.0,37.92
5316,IN-2019-105316,15-09-2019,South,Office Supplies,Labels,Off-La-10004,Kangaroo Sticker Labels,50.11,1,0.0,12.13
5317,IN-2021-105317,23-03-2021,West,Technology,Copiers,Tec-Co-10004,Brother Monochrome Printer,12974.86,1,0.0,2064.85
5318,IN-2023-105318,13-05-2023,Central,Furniture,Tables,Fur-Ta-10004,DeckUp Engineered Wood Table,7426.34,1,0.0,479.8
5319,IN-2022-105319,18-10-2022,South,Office Supplies,Paper,Off-Pa-10002,JK Copier A4 Paper,905.95,4,0.0,313.52
5320,IN-2021-105320,10-02-2021,Central,Furniture,Chairs,Fur-Ch-10003,Nilkamal Plastic Chair,15264.33,4,0.1,854.16
5321,IN-2020-105321,09-01-2020,West,Technology,Machines,Tec-Ma-10002,Paper Shredding Machine,87373.92,10,0.0,20197.36
5322,IN-2019-105322,07-09-2019,West,Office Supplies,Binders,Off-Bi-10004,Oddy Ring Binder,444.27,3,0.0,151.02
5323,IN-2022-105323,15-11-2022,Central,Technology,Machines,Tec-Ma-10002,Paper Shredding Machine,9074.95,1,0.0,2249.69
5324,IN-2020-105324,22-04-2020,Central,Furniture,Tables,Fur-Ta-10004,DeckUp Engineered Wood Table,15846.69,2,0.0,1915.02
5325,IN-2021-105325,16-06-2021,East,Technology,Copiers,Tec-Co-10001,Canon Pixma Printer,23073.72,2,0.0,3427.71
5326,IN-2020-105326,22-03-2020,East,Office Supplies,Art,Off-Ar-10002,Faber-Castell Crayons,94.85,1,0.0,18.88
5327,IN-2020-105327,30-10-2020,Central,Office Supplies,Supplies,Off-Su-10002,Kangaroo Paper Punch,128.26,1,0.0,26.77
5328,IN-2021-105328,16-06-2021,East,Furniture,Bookcases,Fur-Bo-10002,Nilkamal Book Shelf,9574.34,1,0.0,979.46
5329,IN-2021-105329,09-11-2021,East,Office Supplies,Binders,Off-Bi-10001,Solo Ring Binder,315.64,2,0.0,53.99
5330,IN-2020-105330,13-10-2020,South,Technology,Copiers,Tec-Co-10002,HP Laserjet Printer,23216.88,2,0.0,4894.15
5331,IN-2023-105331,27-01-2023,South,Technology,Phones,Tec-Ph-10004,Realme Narzo,159399.1,10,0.0,29752.13
5332,IN-2021-105332,03-08-2021,West,Technology,Copiers,Tec-Co-10003,Epson EcoTank Printer,23399.81,2,0.0,5566.01
5333,IN-2023-105333,04-03-2023,Central,Furniture,Tables,Fur-Ta-10002,Nilkamal Study Table,51315.87,10,0.3,-6426.72
5334,IN-2020-105334,25-07-2020,East,Technology,Machines,Tec-Ma-10004,Barcode Scanner,41480.58,5,0.0,6110.65
5335,IN-2019-105335,09-07-2019,Central,Office Supplies,Art,Off-Ar-10003,Camel Acrylic Paint,106.56,1,0.0,27.03
5336,IN-2021-105336,28-02-2021,East,Technology,Machines,Tec-Ma-10002,Paper Shredding Machine,17902.46,2,0.0,3891.57
5337,IN-2019-105337,16-06-2019,South,Furniture,Bookcases,Fur-Bo-10003,Supreme Storage Rack,28400.38,3,0.0,1508.03
5338,IN-2021-105338,10-02-2021,Central,Technology,Phones,Tec-Ph-10004,Realme Narzo,26561.91,2,0.1,2325.78
5339,IN-2020-105339,02-07-2020,East,Technology,Phones,Tec-Ph-10002,Redmi Note 12,13127.01,1,0.2,549.37
5340,IN-2021-105340,21-02-2021,South,Technology,Phones,Tec-Ph-10003,Samsung Galaxy M34,32595.37,3,0.2,1960.25
5341,IN-2023-105341,16-10-2023,East,Technology,Accessories,Tec-Ac-10002,Logitech Wireless Mouse,3122.35,4,0.1,357.28
5342,IN-2020-105342,14-04-2020,East,Furniture,Bookcases,Fur-Bo-10004,Bluewud Book Case,18657.92,2,0.0,1892.48
5343,IN-2020-105343,22-07-2020,West,Technology,Phones,Tec-Ph-10004,Realme Narzo,10484.62,1,0.3,-449.55
5344,IN-2021-105344,09-08-2021,Central,Furniture,Bookcases,Fur-Bo-10004,Bluewud Book Case,12557.34,2,0.3,-877.12
5345,IN-2021-105345,23-09-2021,East,Office Supplies,Paper,Off-Pa-10004,TNPL Copier Paper,485.54,2,0.1,90.2
5346,IN-2019-105346,28-10-2019,Central,Furniture,Bookcases,Fur-Bo-10004,Bluewud Book Case,44310.62,5,0.0,3748.76
5347,IN-2023-105347,25-06-2023,East,Furniture,Furnishings,Fur-Fu-10003,Welspun Towel,853.5,1,0.3,-131.01
5348,IN-2021-105348,09-02-2021,West,Office Supplies,Art,Off-Ar-10004,Pidilite Fevicol,100.91,2,0.5,-17.37
5349,IN-2022-105349,12-11-2022,West,Technology,Accessories,Tec-Ac-10002,Logitech Wireless Mouse,1268.34,2,0.2,70.8
5350,IN-2019-105350,02-03-2019,Central,Technology,Machines,Tec-Ma-10002,Paper Shredding Machine,24462.01,3,0.0,4533.16
5351,IN-2019-105351,30-04-2019,Central,Furniture,Chairs,Fur-Ch-10002,Featherlite Mesh Chair,6929.08,2,0.2,-226.72
5352,IN-2020-105352,19-12-2020,South,Office Supplies,Envelopes,Off-En-10004,Deluxe Courier Envelope,208.92,3,0.1,21.87
5353,IN-2022-105353,04-06-2022,South,Furniture,Tables,Fur-Ta-10004,DeckUp Engineered Wood Table,7502.43,1,0.0,729.67
5354,IN-2019-105354,21-01-2019,Central,Furniture,Furnishings,Fur-Fu-10001,Bombay Dyeing Bed Sheet,2175.42,2,0.0,193.92
5355,IN-2020-105355,31-01-2020,Central,Office Supplies,Supplies,Off-Su-10002,Kangaroo Paper Punch,112.42,1,0.1,23.42
5356,IN-2022-105356,25-07-2022,Central,Furniture,Tables,Fur-Ta-10002,Nilkamal Study Table,15125.44,2,0.0,2198.31
5357,IN-2020-105357,25-01-2020,Central,Furniture,Furnishings,Fur-Fu-10001,Bombay Dyeing Bed Sheet,2299.61,3,0.3,-251.87
5358,IN-2019-105358,09-01-2019,Central,Office Supplies,Binders,Off-Bi-10001,Solo Ring Binder,142.89,1,0.0,23.82
5359,IN-2023-105359,15-08-2023,West,Technology,Machines,Tec-Ma-10003,Spiral Binding Machine,21958.04,3,0.1,1579.06
5360,IN-2019-105360,18-10-2019,South,Office Supplies,Fasteners,Off-Fa-10004,Solo Rubber Bands,40.59,1,0.0,10.93
5361,IN-2019-105361,10-05-2019,East,Furniture,Furnishings,Fur-Fu-10001,Bombay Dyeing Bed Sheet,1068.26,1,0.1,20.5
5362,IN-2021-105362,14-04-2021,Central,Office Supplies,Binders,Off-Bi-10001,Solo Ring Binder,413.58,3,0.0,144.08
5363,IN-2021-105363,05-04-2021,West,Furniture,Furnishings,Fur-Fu-10002,D'Decor Curtains,2403.96,2,0.0,272.34
5364,IN-2021-105364,20-02-2021,South,Technology,Machines,Tec-Ma-10002,Paper Shredding Machine,16443.18,2,0.0,2245.56
5365,IN-2023-105365,11-12-2023,South,Office Supplies,Paper,Off-Pa-10001,Century Star A4 Paper,1018.95,4,0.0,270.27
5366,IN-2023-105366,08-04-2023,West,Furniture,Furnishings,Fur-Fu-10001,Bombay Dyeing Bed Sheet,2546.18,2,0.0,144.97
5367,IN-2022-105367,12-03-2022,East,Office Supplies,Appliances,Off-Ap-10001,Bajaj Electric Kettle,2365.56,1,0.0,503.49
5368,IN-2019-105368,24-02-2019,West,Office Supplies,Appliances,Off-Ap-10002,Usha Dry Iron,1032.29,1,0.5,-217.79
5369,IN-2023-105369,23-08-2023,East,Office Supplies,Labels,Off-La-10001,Oddy Self Adhesive Labels,47.75,1,0.0,13.95
5370,IN-2022-105370,23-09-2022,South,Office Supplies,Binders,Off-Bi-10004,Oddy Ring Binder,161.9,1,0.0,27.5
5371,IN-2021-105371,28-03-2021,Central,Office Supplies,Labels,Off-La-10002,Solo Label Sheets,227.99,5,0.0,68.03
5372,IN-2019-105372,10-06-2019,West,Office Supplies,Supplies,Off-Su-10002,Kangaroo Paper Punch,383.8,3,0.0,110.3
5373,IN-2023-105373,24-06-2023,South,Technology,Machines,Tec-Ma-10002,Paper Shredding Machine,10914.12,2,0.3,-1115.66
5374,IN-2019-105374,16-02-2019,South,Office Supplies,Labels,Off-La-10004,Kangaroo Sticker Labels,140.22,3,0.0,27.75
5375,IN-2021-105375,19-05-2021,Central,Office Supplies,Storage,Off-St-10002,Nilkamal Plastic Cabinet,1606.02,2,0.0,251.6
5376,IN-2023-105376,19-02-2023,East,Office Supplies,Fasteners,Off-Fa-10001,Kangaroo Stapler Pins,80.71,2,0.0,22.44
5377,IN-2021-105377,28-02-2021,East,Technology,Accessories,Tec-Ac-10003,Zebronics Keyboard,672.86,1,0.2,27.78
5378,IN-2022-105378,30-10-2022,South,Office Supplies,Art,Off-Ar-10003,Camel Acrylic Paint,181.7,2,0.0,53.51
5379,IN-2022-105379,03-01-2022,Central,Furniture,Furnishings,Fur-Fu-10004,Raymond Cushions,3537.15,3,0.0,344.91
5380,IN-2019-105380,04-12-2019,East,Office Supplies,Envelopes,Off-En-10001,Solo Document Envelope,146.34,2,0.0,23.82
5381,IN-2020-105381,07-03-2020,East,Furniture,Chairs,Fur-Ch-10002,Featherlite Mesh Chair,9735.99,2,0.0,1280.83
5382,IN-2023-105382,14-10-2023,West,Furniture,Furnishings,Fur-Fu-10001,Bombay Dyeing Bed Sheet,4776.9,4,0.0,298.89
5383,IN-2023-105383,14-02-2023,South,Furniture,Tables,Fur-Ta-10001,Godrej Executive Table,7025.83,1,0.0,777.11
5384,IN-2020-105384,30-08-2020,South,Technology,Copiers,Tec-Co-10002,HP Laserjet Printer,12726.71,1,0.0,2817.79
5385,IN-2019-105385,24-09-2019,South,Technology,Copiers,Tec-Co-10004,Brother Monochrome Printer,34651.71,3,0.0,6227.73
5386,IN-2019-105386,02-12-2019,Central,Technology,Accessories,Tec-Ac-10003,Zebronics Keyboard,1644.99,2,0.0,302.53
5387,IN-2020-105387,31-05-2020,Central,Technology,Phones,Tec-Ph-10003,Samsung Galaxy M34,67565.0,5,0.0,11211.26
5388,IN-2023-105388,21-10-2023,Central,Furniture,Bookcases,Fur-Bo-10003,Supreme Storage Rack,15413.94,2,0.1,226.73
5389,IN-2019-105389,18-05-2019,West,Office Supplies,Art,Off-Ar-10001,Cello Colour Bombs,98.15,1,0.0,28.26
5390,IN-2022-105390,05-04-2022,East,Furniture,Bookcases,Fur-Bo-10001,Godrej Steel Almirah,38239.97,4,0.0,5072.57
5391,IN-2021-105391,31-03-2021,South,Technology,Accessories,Tec-Ac-10001,SanDisk 64GB Pendrive,2312.21,3,0.1,289.79
5392,IN-2020-105392,09-11-2020,Central,Office Supplies,Envelopes,Off-En-10002,Kangaroo Paper Envelope,76.36,1,0.0,11.64
5393,IN-2020-105393,16-07-2020,Central,Furniture,Furnishings,Fur-Fu-10004,Raymond Cushions,2309.51,2,0.0,196.11
5394,IN-2022-105394,05-07-2022,West,Office Supplies,Envelopes,Off-En-10003,Oddy Window Envelope,77.6,1,0.1,15.66
5395,IN-2023-105395,21-01-2023,Central,Furniture,Tables,Fur-Ta-10003,Supreme Computer Table,4049.69,1,0.5,-1535.35
5396,IN-2019-105396,14-05-2019,West,Furniture,Bookcases,Fur-Bo-10002,Nilkamal Book Shelf,8177.97,1,0.0,734.57
5397,IN-2022-105397,03-11-2022,South,Technology,Machines,Tec-Ma-10001,Lamination Machine,42365.13,5,0.0,7180.55
5398,IN-2019-105398,22-06-2019,East,Furniture,Furnishings,Fur-Fu-10003,Welspun Towel,2237.72,2,0.0,279.77
5399,IN-2023-105399,19-01-2023,West,Technology,Phones,Tec-Ph-10002,Redmi Note 12,25299.02,2,0.2,2163.26
5400,IN-2021-105400,03-01-2021,East,Office Supplies,Paper,Off-Pa-10002,JK Copier A4 Paper,258.92,1,0.0,75.35
5401,IN-2021-105401,11-02-2021,East,Office Supplies,Appliances,Off-Ap-10002,Usha Dry Iron,2225.12,1,0.0,564.33
5402,IN-2023-105402,30-06-2023,Central,Technology,Phones,Tec-Ph-10001,OnePlus Nord,21704.17,2,0.2,2191.42
5403,IN-2022-105403,22-05-2022,Central,Furniture,Furnishings,Fur-Fu-10001,Bombay Dyeing Bed Sheet,2763.47,3,0.2,-161.48
5404,IN-2021-105404,10-02-2021,Central,Office Supplies,Supplies,Off-Su-10003,Oddy Cutter,127.7,1,0.0,32.73
5405,IN-2019-105405,06-12-2019,West,Office Supplies,Paper,Off-Pa-10003,BILT Copy Power Paper,676.3,3,0.0,186.76
5406,IN-2022-105406,01-02-2022,West,Technology,Copiers,Tec-Co-10001,Canon Pixma Printer,11352.03,1,0.0,1883.84
5407,IN-2023-105407,21-12-2023,South,Office Supplies,Storage,Off-St-10002,Nilkamal Plastic Cabinet,1424.64,2,0.1,347.69
5408,IN-2022-105408,07-11-2022,East,Furniture,Chairs,Fur-Ch-10002,Featherlite Mesh Chair,7630.34,2,0.2,88.5
5409,IN-2020-105409,19-01-2020,West,Furniture,Tables,Fur-Ta-10004,DeckUp Engineered Wood Table,16095.82,2,0.0,2041.91
5410,IN-2020-105410,19-03-2020,South,Office Supplies,Storage,Off-St-10004,Solo Desktop Organizer,1318.77,2,0.1,367.96
5411,IN-2023-105411,30-03-2023,Central,Technology,Phones,Tec-Ph-10002,Redmi Note 12,14457.69,1,0.0,1682.51
5412,IN-2022-105412,26-05-2022,South,Furniture,Chairs,Fur-Ch-10003,Nilkamal Plastic Chair,13133.33,3,0.1,1011.0
5413,IN-2020-105413,15-02-2020,West,Furniture,Furnishings,Fur-Fu-10004,Raymond Cushions,4689.02,4,0.0,700.96
5414,IN-2019-105414,19-05-2019,Central,Technology,Machines,Tec-Ma-10001,Lamination Machine,37338.07,5,0.1,2648.59
5415,IN-2022-105415,10-08-2022,East,Furniture,Furnishings,Fur-Fu-10004,Raymond Cushions,2523.79,2,0.0,266.41
5416,IN-2021-105416,10-11-2021,Central,Technology,Machines,Tec-Ma-10002,Paper Shredding Machine,15488.48,2,0.0,1966.27
5417,IN-2023-105417,23-06-2023,East,Office Supplies,Envelopes,Off-En-10003,Oddy Window Envelope,42.82,1,0.5,-11.09
5418,IN-2019-105418,04-01-2019,South,Office Supplies,Fasteners,Off-Fa-10002,Oddy Paper Clips,81.51,2,0.0,22.79
5419,IN-2019-105419,09-03-2019,East,Technology,Accessories,Tec-Ac-10001,SanDisk 64GB Pendrive,578.18,1,0.2,65.64
5420,IN-2021-105420,29-05-2021,East,Office Supplies,Fasteners,Off-Fa-10002,Oddy Paper Clips,43.32,1,0.0,13.96
5421,IN-2021-105421,25-07-2021,South,Technology,Accessories,Tec-Ac-10002,Logitech Wireless Mouse,826.49,1,0.0,110.76
5422,IN-2020-105422,05-01-2020,Central,Technology,Copiers,Tec-Co-10003,Epson EcoTank Printer,20009.27,2,0.2,1123.26
5423,IN-2021-105423,08-03-2021,Central,Technology,Phones,Tec-Ph-10002,Redmi Note 12,34054.2,3,0.3,-2359.21
5424,IN-2019-105424,12-10-2019,Central,Furniture,Chairs,Fur-Ch-10003,Nilkamal Plastic Chair,2335.03,1,0.5,-839.64
5425,IN-2023-105425,08-02-2023,West,Technology,Machines,Tec-Ma-10004,Barcode Scanner,17347.81,2,0.0,2463.88
5426,IN-2021-105426,14-06-2021,Central,Technology,Machines,Tec-Ma-10002,Paper Shredding Machine,45688.84,5,0.0,6992.97
5427,IN-2021-105427,04-05-2021,East,Furniture,Tables,Fur-Ta-10004,DeckUp Engineered Wood Table,13867.35,2,0.1,-45.28
5428,IN-2021-105428,15-09-2021,South,Technology,Machines,Tec-Ma-10004,Barcode Scanner,18032.41,2,0.0,1850.52
5429,IN-2020-105429,20-07-2020,East,Office Supplies,Binders,Off-Bi-10004,Oddy Ring Binder,256.23,2,0.1,26.74
5430,IN-2021-105430,29-05-2021,East,Technology,Machines,Tec-Ma-10003,Spiral Binding Machine,8810.81,1,0.0,2019.7
5431,IN-2020-105431,22-06-2020,Central,Office Supplies,Appliances,Off-Ap-10002,Usha Dry Iron,9932.19,5,0.0,2117.68
5432,IN-2022-105432,10-02-2022,South,Office Supplies,Paper,Off-Pa-10002,JK Copier A4 Paper,454.64,2,0.0,105.3
5433,IN-2019-105433,23-12-2019,West,Office Supplies,Paper,Off-Pa-10004,TNPL Copier Paper,228.69,1,0.1,44.98
5434,IN-2022-105434,03-04-2022,West,Furniture,Tables,Fur-Ta-10002,Nilkamal Study Table,28988.24,4,0.0,3993.67
5435,IN-2019-105435,20-07-2019,West,Technology,Machines,Tec-Ma-10002,Paper Shredding Machine,8901.1,1,0.0,2092.65
5436,IN-2023-105436,09-11-2023,Central,Furniture,Furnishings,Fur-Fu-10002,D'Decor Curtains,2239.49,2,0.0,140.33
5437,IN-2019-105437,10-03-2019,South,Office Supplies,Paper,Off-Pa-10003,BILT Copy Power Paper,537.71,2,0.0,176.72
5438,IN-2020-105438,17-04-2020,Central,Office Supplies,Storage,Off-St-10001,Godrej Plastic Drawer,1602.79,2,0.0,551.01
5439,IN-2019-105439,13-09-2019,West,Technology,Phones,Tec-Ph-10004,Realme Narzo,63349.45,4,0.0,10771.91
5440,IN-2023-105440,15-06-2023,Central,Furniture,Bookcases,Fur-Bo-10003,Supreme Storage Rack,26171.62,3,0.0,2992.56
5441,IN-2022-105441,30-10-2022,Central,Office Supplies,Binders,Off-Bi-10002,Kangaroo File Binder,618.43,4,0.0,110.44
5442,IN-2021-105442,06-08-2021,Central,Technology,Copiers,Tec-Co-10001,Canon Pixma Printer,11271.2,1,0.0,1684.96
5443,IN-2022-105443,13-03-2022,Central,Furniture,Chairs,Fur-Ch-10003,Nilkamal Plastic Chair,2905.55,1,0.3,-262.17
5444,IN-2019-105444,08-10-2019,East,Technology,Phones,Tec-Ph-10001,OnePlus Nord,64153.76,4,0.0,9764.12
5445,IN-2020-105445,24-05-2020,West,Office Supplies,Fasteners,Off-Fa-10002,Oddy Paper Clips,59.22,2,0.3,0.41
5446,IN-2020-105446,27-12-2020,South,Technology,Copiers,Tec-Co-10003,Epson EcoTank Printer,25623.9,2,0.0,3768.24
5447,IN-2023-105447,29-01-2023,East,Furniture,Chairs,Fur-Ch-10003,Nilkamal Plastic Chair,3693.95,1,0.2,-43.3
5448,IN-2022-105448,28-01-2022,West,Furniture,Bookcases,Fur-Bo-10003,Supreme Storage Rack,14999.75,2,0.1,960.33
5449,IN-2022-105449,25-12-2022,Central,Office Supplies,Envelopes,Off-En-10002,Kangaroo Paper Envelope,78.33,1,0.0,23.29
5450,IN-2019-105450,03-10-2019,West,Technology,Machines,Tec-Ma-10003,Spiral Binding Machine,14105.99,2,0.1,1761.98
5451,IN-2021-105451,07-08-2021,West,Furniture,Bookcases,Fur-Bo-10003,Supreme Storage Rack,9577.97,1,0.0,712.47
5452,IN-2022-105452,11-06-2022,West,Office Supplies,Fasteners,Off-Fa-10001,Kangaroo Stapler Pins,121.91,3,0.0,35.62
5453,IN-2020-105453,12-02-2020,South,Technology,Machines,Tec-Ma-10001,Lamination Machine,14890.95,2,0.1,2701.27
5454,IN-2023-105454,12-07-2023,West,Office Supplies,Storage,Off-St-10003,Supreme Storage Box,7537.09,10,0.0,2527.82
5455,IN-2023-105455,31-03-2023,Central,Office Supplies,Fasteners,Off-Fa-10002,Oddy Paper Clips,77.82,2,0.0,24.78
5456,IN-2020-105456,07-10-2020,West,Furniture,Furnishings,Fur-Fu-10004,Raymond Cushions,2466.04,2,0.0,208.79
5457,IN-2019-105457,04-08-2019,East,Technology,Copiers,Tec-Co-10001,Canon Pixma Printer,26220.97,3,0.2,-650.17
5458,IN-2021-105458,17-02-2021,Central,Technology,Machines,Tec-Ma-10003,Spiral Binding Machine,23034.08,3,0.0,2910.98
5459,IN-2023-105459,02-04-2023,South,Furniture,Tables,Fur-Ta-10002,Nilkamal Study Table,21578.57,3,0.0,1686.94
5460,IN-2021-105460,18-05-2021,South,Technology,Copiers,Tec-Co-10001,Canon Pixma Printer,24257.3,2,0.0,5476.87
5461,IN-2023-105461,29-11-2023,West,Furniture,Bookcases,Fur-Bo-10003,Supreme Storage Rack,6494.5,1,0.2,-158.81
5462,IN-2021-105462,18-12-2021,West,Office Supplies,Art,Off-Ar-10004,Pidilite Fevicol,217.24,2,0.0,59.33
5463,IN-2023-105463,23-03-2023,West,Furniture,Furnishings,Fur-Fu-10002,D'Decor Curtains,2173.57,2,0.0,316.66
5464,IN-2020-105464,26-09-2020,East,Furniture,Tables,Fur-Ta-10002,Nilkamal Study Table,7011.1,1,0.1,43.16
5465,IN-2021-105465,02-08-2021,South,Technology,Phones,Tec-Ph-10003,Samsung Galaxy M34,63522.51,4,0.0,9833.49
5466,IN-2023-105466,12-11-2023,South,Technology,Copiers,Tec-Co-10004,Brother Monochrome Printer,11263.28,1,0.0,1768.27
5467,IN-2020-105467,08-10-2020,West,Technology,Machines,Tec-Ma-10004,Barcode Scanner,17886.06,3,0.3,-1668.82
5468,IN-2020-105468,06-05-2020,West,Technology,Copiers,Tec-Co-10002,HP Laserjet Printer,23798.57,2,0.0,4258.83
5469,IN-2020-105469,01-07-2020,South,Furniture,Chairs,Fur-Ch-10002,Featherlite Mesh Chair,7744.28,2,0.2,-542.5
5470,IN-2023-105470,15-07-2023,South,Office Supplies,Envelopes,Off-En-10001,Solo Document Envelope,83.91,1,0.0,26.05
5471,IN-2021-105471,11-12-2021,West,Furniture,Chairs,Fur-Ch-10002,Featherlite Mesh Chair,3051.3,1,0.3,-222.22
5472,IN-2020-105472,29-08-2020,Central,Technology,Phones,Tec-Ph-10004,Realme Narzo,39724.9,3,0.1,7199.19
5473,IN-2020-105473,30-10-2020,East,Office Supplies,Appliances,Off-Ap-10002,Usha Dry Iron,2267.09,1,0.0,500.6
5474,IN-2023-105474,03-10-2023,South,Furniture,Chairs,Fur-Ch-10004,Supreme Plastic Chair,4750.5,1,0.0,374.0
5475,IN-2021-105475,09-10-2021,South,Office Supplies,Storage,Off-St-10003,Supreme Storage Box,788.34,1,0.0,171.58
5476,IN-2020-105476,03-12-2020,Central,Office Supplies,Storage,Off-St-10002,Nilkamal Plastic Cabinet,1737.43,3,0.3,101.13
5477,IN-2020-105477,04-11-2020,East,Furniture,Chairs,Fur-Ch-10001,Godrej Ergonomic Chair,9494.28,2,0.0,925.39
5478,IN-2021-105478,22-08-2021,South,Office Supplies,Storage,Off-St-10003,Supreme Storage Box,3077.09,4,0.0,659.62
5479,IN-2020-105479,10-02-2020,East,Furniture,Tables,Fur-Ta-10003,Supreme Computer Table,39346.65,5,0.0,3144.27
